text,intent,labelIndex
what airlines are ac and as,airline,6
i 'd like to see the flights from baltimore to philadelphia,flight,0
how much does a first class round trip ticket from cleveland to miami on us air cost,airfare,2
what are all the flights into atlanta 's airport,flight,0
show me flights from pittsburgh to philadelphia on wednesday morning,flight,0
what 's the earliest flight leaving denver for pittsburgh,flight,0
tell me about flights from atlanta to charlotte north carolina leaving on monday and arriving in charlotte,flight,0
i want to fly from miami to chicago on american airlines and arrive at around 5 o'clock in the afternoon show me all flights,flight,0
what flights from st. louis to st. paul on thursday leaving after 10 am,flight,0
please list the flights from new york to los angeles,flight,0
are there any flights from denver to atlanta to pittsburgh,flight,0
what first class airplane goes from philadelphia to san francisco and stops in dallas in the afternoon on monday,aircraft,3
show flights from denver to oakland,flight,0
cheapest fare from indianapolis to seattle,airfare,2
what 's the cheapest flight from dallas to baltimore on december seventeenth,flight,0
show me the flights from dallas to boston,flight,0
please give me direct morning flights from pittsburgh to atlanta,flight,0
display all flights from baltimore to dallas on july twenty ninth,flight,0
what is the cost of a business class ticket going from boston to dallas leaving july first,airfare,2
show me the continental flights with meals which depart seattle on sunday for chicago,flight,0
flights from pittsburgh to newark,flight,0
show me the flights from baltimore to boston,flight,0
i would like to book an early morning flight from tampa florida to charlotte north carolina on april sixth,flight,0
does united airlines provide any first class flights from denver to baltimore,flight,0
i would like a twa flight from atlanta to san francisco with a stopover in denver,flight,0
i 'm looking for a flight from charlotte to las vegas that stops in st. louis hopefully a dinner flight how can i find that out,flight,0
denver to san francisco wednesday,flight,0
all flights from boston to washington dc,flight,0
nonstop flights seattle to kansas city,flight,0
is there a meal on delta flight 852 from san francisco to dallas fort worth,meal,15
list the flights that leave from philadelphia to atlanta early thursday morning before 8 am,flight,0
what are the flights from boston to baltimore leaving tomorrow,flight,0
show all united flights between boston and philadelphia,flight,0
what is the earliest flight from pittsburgh to san francisco,flight,0
what flights are there between washington dc and san francisco leaving washington after 6 pm on wednesday,flight,0
what flights go from denver to atlanta,flight,0
show me all the flights from toronto on nationair,flight,0
list all nonstop flights from los angeles to pittsburgh which arrive before 5 pm on tuesday,flight,0
i 'd like to fly from columbus to nashville tomorrow morning,flight,0
i need flights that arrive in baltimore from pittsburgh,flight,0
all round trip flights between new york and miami business class fare,flight,0
find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm,flight,0
give me american airlines from milwaukee to phoenix on saturday and sunday,flight,0
what types of ground transportation are available in philadelphia,ground_service,4
i would like a flight between boston and atlanta on any day at one in the afternoon,flight,0
please show me airlines with flights from denver to boston with a stopover in philadelphia,airline,6
like information on flights from san francisco to boston on thursday morning,flight,0
philadelphia to san francisco,flight,0
may i have a listing of flights from long beach california to columbus ohio on wednesday,flight,0
show me the cheapest flight arriving in baltimore on june fourteenth starting from dallas,flight,0
find a flight from toronto to san diego with a layover in san francisco on air canada,flight,0
what 's the next smallest plane after a turboprop,aircraft,3
show me what fare codes symbols stand for,abbreviation,8
what sort of ground transportation is there in washington dc,ground_service,4
what flights from st. paul to kansas city on friday with breakfast served,flight,0
list all round trip fares from phoenix to washington,airfare,2
what fare codes cover flights from philadelphia to san francisco,abbreviation,8
all flights from boston to washington dc on november eleventh,flight,0
what ground transportation is available in dallas,ground_service,4
