,text,intent,labelIndex,queryCut,queryCutRMStopWord,queryFinal
988,edit top 100 indie tracks on spotify playlist by adding smokefree rockquest 2005,AddToPlaylist,1,"['edit', 'top', '100', 'indie', 'tracks', 'on', 'spotify', 'playlist', 'by', 'adding', 'smokefree', 'rockquest', '2005']","['edit', 'top', '100', 'indie', 'tracks', 'on', 'spotify', 'playlist', 'by', 'adding', 'smokefree', 'rockquest', '2005']","['top', '100', 'indie', 'tracks', 'on', 'spotify', 'playlist', 'by', '2005']"
989,show texas review of entertainment & sports law creative song,SearchCreativeWork,6,"['show', 'texas', 'review', 'of', 'entertainment', '&', 'sports', 'law', 'creative', 'song']","['show', 'texas', 'review', 'of', 'entertainment', '&', 'sports', 'law', 'creative', 'song']","['show', 'texas', 'review', 'of', 'entertainment', '&', 'law', 'creative', 'song']"
990,put edwyn collins onto my trabajo relax playlist,AddToPlaylist,1,"['put', 'edwyn', 'collins', 'onto', 'my', 'trabajo', 'relax', 'playlist']","['put', 'edwyn', 'collins', 'onto', 'my', 'trabajo', 'relax', 'playlist']","['put', 'onto', 'my', 'trabajo', 'relax', 'playlist']"
991,find taskcracker for outlook  a game,SearchCreativeWork,6,"['find', 'taskcracker', 'for', 'outlook', 'a', 'game']","['find', 'taskcracker', 'for', 'outlook', 'a', 'game']","['find', 'for', 'a', 'game']"
992,show the movie schedule at regal entertainment group,SearchScreeningEvent,3,"['show', 'the', 'movie', 'schedule', 'at', 'regal', 'entertainment', 'group']","['show', 'the', 'movie', 'schedule', 'at', 'regal', 'entertainment', 'group']","['show', 'the', 'movie', 'schedule', 'at', 'regal', 'entertainment', 'group']"
993,what is the movie schedule like,SearchScreeningEvent,3,"['what', 'is', 'the', 'movie', 'schedule', 'like']","['what', 'is', 'the', 'movie', 'schedule', 'like']","['what', 'is', 'the', 'movie', 'schedule', 'like']"
994,what animated movies are playing at dipson theatres,SearchScreeningEvent,3,"['what', 'animated', 'movies', 'are', 'playing', 'at', 'dipson', 'theatres']","['what', 'animated', 'movies', 'are', 'playing', 'at', 'dipson', 'theatres']","['what', 'animated', 'movies', 'are', 'playing', 'at', 'dipson', 'theatres']"
995,i rate american history: a survey a 5,RateBook,2,"['i', 'rate', 'american', 'history', ':', 'a', 'survey', 'a', '5']","['i', 'rate', 'american', 'history', ':', 'a', 'survey', 'a', '5']","['i', 'rate', 'american', 'history', ':', 'a', 'a', '5']"
996,my father in law and i would like to go to a highly rated bar,BookRestaurant,4,"['my', 'father', 'in', 'law', 'and', 'i', 'would', 'like', 'to', 'go', 'to', 'a', 'highly', 'rated', 'bar']","['my', 'father', 'in', 'law', 'and', 'i', 'would', 'like', 'to', 'go', 'to', 'a', 'highly', 'rated', 'bar']","['my', 'father', 'in', 'law', 'and', 'i', 'would', 'like', 'to', 'go', 'to', 'a', 'highly', 'rated', 'bar']"
997,rate the book saga west with the night a 2,RateBook,2,"['rate', 'the', 'book', 'saga', 'west', 'with', 'the', 'night', 'a', '2']","['rate', 'the', 'book', 'saga', 'west', 'with', 'the', 'night', 'a', '2']","['rate', 'the', 'book', 'saga', 'west', 'with', 'the', 'night', 'a', '2']"
998,play fifties music by ahmed abdul malik,PlayMusic,0,"['play', 'fifties', 'music', 'by', 'ahmed', 'abdul', 'malik']","['play', 'fifties', 'music', 'by', 'ahmed', 'abdul', 'malik']","['play', 'fifties', 'music', 'by']"
999,i need a table at a restaurant that serves toast eleven months from now,BookRestaurant,4,"['i', 'need', 'a', 'table', 'at', 'a', 'restaurant', 'that', 'serves', 'toast', 'eleven', 'months', 'from', 'now']","['i', 'need', 'a', 'table', 'at', 'a', 'restaurant', 'that', 'serves', 'toast', 'eleven', 'months', 'from', 'now']","['i', 'need', 'a', 'table', 'at', 'a', 'restaurant', 'that', 'serves', 'toast', 'eleven', 'months', 'from', 'now']"
1000,will it get chillier here,GetWeather,5,"['will', 'it', 'get', 'chillier', 'here']","['will', 'it', 'get', 'chillier', 'here']","['will', 'it', 'get', 'chillier', 'here']"
1001,play music from 2002,PlayMusic,0,"['play', 'music', 'from', '2002']","['play', 'music', 'from', '2002']","['play', 'music', 'from', '2002']"
1002,i d like to book a table at black horse tavern in georgia at 4 am,BookRestaurant,4,"['i', 'd', 'like', 'to', 'book', 'a', 'table', 'at', 'black', 'horse', 'tavern', 'in', 'georgia', 'at', '4', 'am']","['i', 'd', 'like', 'to', 'book', 'a', 'table', 'at', 'black', 'horse', 'tavern', 'in', 'georgia', 'at', '4', 'am']","['i', 'd', 'like', 'to', 'book', 'a', 'table', 'at', 'black', 'horse', 'tavern', 'in', 'georgia', 'at', '4', 'am']"
1003,put this album on my wine & dine playlist,AddToPlaylist,1,"['put', 'this', 'album', 'on', 'my', 'wine', '&', 'dine', 'playlist']","['put', 'this', 'album', 'on', 'my', 'wine', '&', 'dine', 'playlist']","['put', 'this', 'album', 'on', 'my', 'wine', '&', 'dine', 'playlist']"
1004,play the greatest ballad from the seventies,PlayMusic,0,"['play', 'the', 'greatest', 'ballad', 'from', 'the', 'seventies']","['play', 'the', 'greatest', 'ballad', 'from', 'the', 'seventies']","['play', 'the', 'greatest', 'ballad', 'from', 'the', 'seventies']"
1005,what time is i know that you know that i know lpaying,SearchScreeningEvent,3,"['what', 'time', 'is', 'i', 'know', 'that', 'you', 'know', 'that', 'i', 'know', 'lpaying']","['what', 'time', 'is', 'i', 'know', 'that', 'you', 'know', 'that', 'i', 'know', 'lpaying']","['what', 'time', 'is', 'i', 'know', 'that', 'you', 'know', 'that', 'i', 'know']"
1006,look up the cool cafe: cool tape vol  1 video game,SearchCreativeWork,6,"['look', 'up', 'the', 'cool', 'cafe', ':', 'cool', 'tape', 'vol', '1', 'video', 'game']","['look', 'up', 'the', 'cool', 'cafe', ':', 'cool', 'tape', 'vol', '1', 'video', 'game']","['look', 'up', 'the', 'cool', 'cafe', ':', 'cool', 'vol', '1', 'video', 'game']"
1007,give this essay four stars / 6 ,RateBook,2,"['give', 'this', 'essay', 'four', 'stars', '/', '6']","['give', 'this', 'essay', 'four', 'stars', '/', '6']","['give', 'this', 'essay', 'four', 'stars', '/', '6']"
1008,check the forecast for keene ,GetWeather,5,"['check', 'the', 'forecast', 'for', 'keene']","['check', 'the', 'forecast', 'for', 'keene']","['check', 'the', 'forecast', 'for']"
1009,is holy matrimony playing at national amusements,SearchScreeningEvent,3,"['is', 'holy', 'matrimony', 'playing', 'at', 'national', 'amusements']","['is', 'holy', 'matrimony', 'playing', 'at', 'national', 'amusements']","['is', 'holy', 'playing', 'at', 'national', 'amusements']"
1010,weather for july 1 in ut,GetWeather,5,"['weather', 'for', 'july', '1', 'in', 'ut']","['weather', 'for', 'july', '1', 'in', 'ut']","['weather', 'for', 'july', '1', 'in', 'ut']"
1011,i want to give the current novel 4 stars,RateBook,2,"['i', 'want', 'to', 'give', 'the', 'current', 'novel', '4', 'stars']","['i', 'want', 'to', 'give', 'the', 'current', 'novel', '4', 'stars']","['i', 'want', 'to', 'give', 'the', 'current', 'novel', '4', 'stars']"
1012,i d rate the current essay 1 stars,RateBook,2,"['i', 'd', 'rate', 'the', 'current', 'essay', '1', 'stars']","['i', 'd', 'rate', 'the', 'current', 'essay', '1', 'stars']","['i', 'd', 'rate', 'the', 'current', 'essay', '1', 'stars']"
1013,what will be the humidity 5 years from now  in bradbury mountain state park,GetWeather,5,"['what', 'will', 'be', 'the', 'humidity', '5', 'years', 'from', 'now', 'in', 'bradbury', 'mountain', 'state', 'park']","['what', 'will', 'be', 'the', 'humidity', '5', 'years', 'from', 'now', 'in', 'bradbury', 'mountain', 'state', 'park']","['what', 'will', 'be', 'the', 'humidity', '5', 'years', 'from', 'now', 'in', 'mountain', 'state', 'park']"
1014,play elitsa todorova music,PlayMusic,0,"['play', 'elitsa', 'todorova', 'music']","['play', 'elitsa', 'todorova', 'music']","['play', 'music']"
1015,rate unlimited power 4 of 6 points,RateBook,2,"['rate', 'unlimited', 'power', '4', 'of', '6', 'points']","['rate', 'unlimited', 'power', '4', 'of', '6', 'points']","['rate', 'power', '4', 'of', '6', 'points']"
1016,i want to rate this current series a value of five and a best rating of 6,RateBook,2,"['i', 'want', 'to', 'rate', 'this', 'current', 'series', 'a', 'value', 'of', 'five', 'and', 'a', 'best', 'rating', 'of', '6']","['i', 'want', 'to', 'rate', 'this', 'current', 'series', 'a', 'value', 'of', 'five', 'and', 'a', 'best', 'rating', 'of', '6']","['i', 'want', 'to', 'rate', 'this', 'current', 'series', 'a', 'value', 'of', 'five', 'and', 'a', 'best', 'rating', 'of', '6']"
1017,play new teo macero,PlayMusic,0,"['play', 'new', 'teo', 'macero']","['play', 'new', 'teo', 'macero']","['play', 'new']"
1018,can you pull up and play something on itunes,PlayMusic,0,"['can', 'you', 'pull', 'up', 'and', 'play', 'something', 'on', 'itunes']","['can', 'you', 'pull', 'up', 'and', 'play', 'something', 'on', 'itunes']","['can', 'you', 'pull', 'up', 'and', 'play', 'something', 'on', 'itunes']"
1019,rate 5 out of 6 points to my favorite fantasy story,RateBook,2,"['rate', '5', 'out', 'of', '6', 'points', 'to', 'my', 'favorite', 'fantasy', 'story']","['rate', '5', 'out', 'of', '6', 'points', 'to', 'my', 'favorite', 'fantasy', 'story']","['rate', '5', 'out', 'of', '6', 'points', 'to', 'my', 'favorite', 'story']"
1020,can you let me know when talk of the devil is playing at the movie theatre,SearchScreeningEvent,3,"['can', 'you', 'let', 'me', 'know', 'when', 'talk', 'of', 'the', 'devil', 'is', 'playing', 'at', 'the', 'movie', 'theatre']","['can', 'you', 'let', 'me', 'know', 'when', 'talk', 'of', 'the', 'devil', 'is', 'playing', 'at', 'the', 'movie', 'theatre']","['can', 'you', 'let', 'me', 'know', 'when', 'talk', 'of', 'the', 'devil', 'is', 'playing', 'at', 'the', 'movie', 'theatre']"
1021,add the track to the best metal of the new millennium playlist ,AddToPlaylist,1,"['add', 'the', 'track', 'to', 'the', 'best', 'metal', 'of', 'the', 'new', 'millennium', 'playlist']","['add', 'the', 'track', 'to', 'the', 'best', 'metal', 'of', 'the', 'new', 'millennium', 'playlist']","['add', 'the', 'track', 'to', 'the', 'best', 'metal', 'of', 'the', 'new', 'playlist']"
1022,give me the showtimes for down where the buffalo go at amco entertainment,SearchScreeningEvent,3,"['give', 'me', 'the', 'showtimes', 'for', 'down', 'where', 'the', 'buffalo', 'go', 'at', 'amco', 'entertainment']","['give', 'me', 'the', 'showtimes', 'for', 'down', 'where', 'the', 'buffalo', 'go', 'at', 'amco', 'entertainment']","['give', 'me', 'the', 'showtimes', 'for', 'down', 'where', 'the', 'go', 'at', 'amco', 'entertainment']"
1023,show me the song the incredible hulk returns,SearchCreativeWork,6,"['show', 'me', 'the', 'song', 'the', 'incredible', 'hulk', 'returns']","['show', 'me', 'the', 'song', 'the', 'incredible', 'hulk', 'returns']","['show', 'me', 'the', 'song', 'the']"
1024,play lenny kaye music ,PlayMusic,0,"['play', 'lenny', 'kaye', 'music']","['play', 'lenny', 'kaye', 'music']","['play', 'music']"
1025,play me a chris needham song on vimeo,PlayMusic,0,"['play', 'me', 'a', 'chris', 'needham', 'song', 'on', 'vimeo']","['play', 'me', 'a', 'chris', 'needham', 'song', 'on', 'vimeo']","['play', 'me', 'a', 'chris', 'song', 'on', 'vimeo']"
1026,play a melody by colin blunstone,PlayMusic,0,"['play', 'a', 'melody', 'by', 'colin', 'blunstone']","['play', 'a', 'melody', 'by', 'colin', 'blunstone']","['play', 'a', 'melody', 'by']"
1027,rate this book four points,RateBook,2,"['rate', 'this', 'book', 'four', 'points']","['rate', 'this', 'book', 'four', 'points']","['rate', 'this', 'book', 'four', 'points']"
1028,is it supposed to get chilly in dewey,GetWeather,5,"['is', 'it', 'supposed', 'to', 'get', 'chilly', 'in', 'dewey']","['is', 'it', 'supposed', 'to', 'get', 'chilly', 'in', 'dewey']","['is', 'it', 'supposed', 'to', 'get', 'chilly', 'in']"
1029,want to add pacific ocean blues to the playlist named lunch,AddToPlaylist,1,"['want', 'to', 'add', 'pacific', 'ocean', 'blues', 'to', 'the', 'playlist', 'named', 'lunch']","['want', 'to', 'add', 'pacific', 'ocean', 'blues', 'to', 'the', 'playlist', 'named', 'lunch']","['want', 'to', 'add', 'pacific', 'ocean', 'blues', 'to', 'the', 'playlist', 'named', 'lunch']"
1030,i want to book a bar neighboring our apartment ,BookRestaurant,4,"['i', 'want', 'to', 'book', 'a', 'bar', 'neighboring', 'our', 'apartment']","['i', 'want', 'to', 'book', 'a', 'bar', 'neighboring', 'our', 'apartment']","['i', 'want', 'to', 'book', 'a', 'bar', 'neighboring', 'our', 'apartment']"
1031,i d rate the current essay as a 2,RateBook,2,"['i', 'd', 'rate', 'the', 'current', 'essay', 'as', 'a', '2']","['i', 'd', 'rate', 'the', 'current', 'essay', 'as', 'a', '2']","['i', 'd', 'rate', 'the', 'current', 'essay', 'as', 'a', '2']"
1032,play the top of emil de cou,PlayMusic,0,"['play', 'the', 'top', 'of', 'emil', 'de', 'cou']","['play', 'the', 'top', 'of', 'emil', 'de', 'cou']","['play', 'the', 'top', 'of', 'de']"
1033,is it going to be sunny at 21 o clock close-by district of columbia,GetWeather,5,"['is', 'it', 'going', 'to', 'be', 'sunny', 'at', '21', 'o', 'clock', 'close-by', 'district', 'of', 'columbia']","['is', 'it', 'going', 'to', 'be', 'sunny', 'at', '21', 'o', 'clock', 'close-by', 'district', 'of', 'columbia']","['is', 'it', 'going', 'to', 'be', 'sunny', 'at', '21', 'o', 'clock', 'close-by', 'district', 'of', 'columbia']"
1034,find me the lace and whiskey soundtrack,SearchCreativeWork,6,"['find', 'me', 'the', 'lace', 'and', 'whiskey', 'soundtrack']","['find', 'me', 'the', 'lace', 'and', 'whiskey', 'soundtrack']","['find', 'me', 'the', 'and', 'soundtrack']"
1035,i d like to play the top ten mickdeth on google music,PlayMusic,0,"['i', 'd', 'like', 'to', 'play', 'the', 'top', 'ten', 'mickdeth', 'on', 'google', 'music']","['i', 'd', 'like', 'to', 'play', 'the', 'top', 'ten', 'mickdeth', 'on', 'google', 'music']","['i', 'd', 'like', 'to', 'play', 'the', 'top', 'ten', 'on', 'google', 'music']"
1036,play the playlist funtime activity ,PlayMusic,0,"['play', 'the', 'playlist', 'funtime', 'activity']","['play', 'the', 'playlist', 'funtime', 'activity']","['play', 'the', 'playlist', 'funtime', 'activity']"
1037,play a ballad from 2000,PlayMusic,0,"['play', 'a', 'ballad', 'from', '2000']","['play', 'a', 'ballad', 'from', '2000']","['play', 'a', 'ballad', 'from', '2000']"
1038,i m looking for the work titled converging conspiracies,SearchCreativeWork,6,"['i', 'm', 'looking', 'for', 'the', 'work', 'titled', 'converging', 'conspiracies']","['i', 'm', 'looking', 'for', 'the', 'work', 'titled', 'converging', 'conspiracies']","['i', 'm', 'looking', 'for', 'the', 'work', 'titled']"
1039,a conspiracy of paper deserves a solid 3,RateBook,2,"['a', 'conspiracy', 'of', 'paper', 'deserves', 'a', 'solid', '3']","['a', 'conspiracy', 'of', 'paper', 'deserves', 'a', 'solid', '3']","['a', 'of', 'paper', 'deserves', 'a', 'solid', '3']"
1040,find the novel a civil war: army vs  navy,SearchCreativeWork,6,"['find', 'the', 'novel', 'a', 'civil', 'war', ':', 'army', 'vs', 'navy']","['find', 'the', 'novel', 'a', 'civil', 'war', ':', 'army', 'vs', 'navy']","['find', 'the', 'novel', 'a', 'civil', 'war', ':', 'army']"
1041,is there a depression in weather at my current spot,GetWeather,5,"['is', 'there', 'a', 'depression', 'in', 'weather', 'at', 'my', 'current', 'spot']","['is', 'there', 'a', 'depression', 'in', 'weather', 'at', 'my', 'current', 'spot']","['is', 'there', 'a', 'depression', 'in', 'weather', 'at', 'my', 'current', 'spot']"
1042,what s the weather forecast for my current location on jun  2,GetWeather,5,"['what', 's', 'the', 'weather', 'forecast', 'for', 'my', 'current', 'location', 'on', 'jun', '2']","['what', 's', 'the', 'weather', 'forecast', 'for', 'my', 'current', 'location', 'on', 'jun', '2']","['what', 's', 'the', 'weather', 'forecast', 'for', 'my', 'current', 'location', 'on', 'jun', '2']"
1043,i give the current textbook 0 of 6 points,RateBook,2,"['i', 'give', 'the', 'current', 'textbook', '0', 'of', '6', 'points']","['i', 'give', 'the', 'current', 'textbook', '0', 'of', '6', 'points']","['i', 'give', 'the', 'current', 'textbook', '0', 'of', '6', 'points']"
1044,what s the forecast for little silver,GetWeather,5,"['what', 's', 'the', 'forecast', 'for', 'little', 'silver']","['what', 's', 'the', 'forecast', 'for', 'little', 'silver']","['what', 's', 'the', 'forecast', 'for', 'little', 'silver']"
1045,i would give this textbook a rating of 0 and a best rating of 6,RateBook,2,"['i', 'would', 'give', 'this', 'textbook', 'a', 'rating', 'of', '0', 'and', 'a', 'best', 'rating', 'of', '6']","['i', 'would', 'give', 'this', 'textbook', 'a', 'rating', 'of', '0', 'and', 'a', 'best', 'rating', 'of', '6']","['i', 'would', 'give', 'this', 'textbook', 'a', 'rating', 'of', '0', 'and', 'a', 'best', 'rating', 'of', '6']"
1046,is it hot in bolivia,GetWeather,5,"['is', 'it', 'hot', 'in', 'bolivia']","['is', 'it', 'hot', 'in', 'bolivia']","['is', 'it', 'hot', 'in', 'bolivia']"
1047,play music by christian bautista,PlayMusic,0,"['play', 'music', 'by', 'christian', 'bautista']","['play', 'music', 'by', 'christian', 'bautista']","['play', 'music', 'by', 'christian']"
1048,i d like a table for five at any restaurant,BookRestaurant,4,"['i', 'd', 'like', 'a', 'table', 'for', 'five', 'at', 'any', 'restaurant']","['i', 'd', 'like', 'a', 'table', 'for', 'five', 'at', 'any', 'restaurant']","['i', 'd', 'like', 'a', 'table', 'for', 'five', 'at', 'any', 'restaurant']"
1049,play drive playlist,PlayMusic,0,"['play', 'drive', 'playlist']","['play', 'drive', 'playlist']","['play', 'drive', 'playlist']"
1050,play my futuros hits playlist on spotify ,PlayMusic,0,"['play', 'my', 'futuros', 'hits', 'playlist', 'on', 'spotify']","['play', 'my', 'futuros', 'hits', 'playlist', 'on', 'spotify']","['play', 'my', 'hits', 'playlist', 'on', 'spotify']"
1051,add artist danny carey to my classic jazz singers playlist  ,AddToPlaylist,1,"['add', 'artist', 'danny', 'carey', 'to', 'my', 'classic', 'jazz', 'singers', 'playlist']","['add', 'artist', 'danny', 'carey', 'to', 'my', 'classic', 'jazz', 'singers', 'playlist']","['add', 'artist', 'to', 'my', 'classic', 'jazz', 'playlist']"
1052,add this album to my just dance by aftercluv playlist,AddToPlaylist,1,"['add', 'this', 'album', 'to', 'my', 'just', 'dance', 'by', 'aftercluv', 'playlist']","['add', 'this', 'album', 'to', 'my', 'just', 'dance', 'by', 'aftercluv', 'playlist']","['add', 'this', 'album', 'to', 'my', 'just', 'dance', 'by', 'aftercluv', 'playlist']"
